3.77135	33.24676
2.62959	32.21123
1.11667	33.48333
-0.91667	29.95
0.62562	34.12289
-0.60056	31.04222
3.46264	33.74276
0.43801	33.19559
2.70671	31.05064
3.77135	33.24676
0.93111	33.71346
0.73126	32.96748
3.44493	32.04584
0.14201	32.44619
2.16667	33.81667
0.14201	32.44619
2.93333	33.56667
0.96667	32.53333
0.43801	33.19559
0.77026	30.3994
0.14201	32.44619
0.34906	32.66505
0.01337	32.92341
0.62562	34.12289
1.5062	31.36978
2.31667	33.56667
0.73126	32.96748
-0.46667	32.46667
3.44493	32.04584
1.26667	31.41667
0.75113	33.93171
3.03761	31.4264
0.14831	33.32179
0.3	30.61667
0.35	30.26667
0.3	30.61667
0.75113	33.93171
0.62562	34.12289
0.34906	32.66505
2.24444	32.39843
0.23846	30.11714
3.28231	32.36493
3.65593	34.2404
3.939221	33.756254
3.44493	32.04584
1.67689	33.94672
0.93111	33.71346
1.72341	31.54586
-0.38333	29.8
1.607951	33.621299
-0.91667	29.95
1.72341	31.54586
3.05466	33.30539
-1.30391	29.68789
0.37109	32.36971
0.93111	33.71346
0.93111	33.71346
2.46888	30.91623
0.89444	33.52391
0.35	30.26667
-0.46667	32.26667
0.25027	33.85653
2.93333	33.56667
0.51881	34.06794
0.96792	34.37706
3.15271	32.9248
0.14831	33.32179
0.62562	34.12289
0.51881	34.06794
0.34906	32.66505
0.99178	30.79969
0.99178	30.79969
0.37109	32.36971
2.41667	34.25
0.70749	30.00397
1.91985	32.71433
2.73333	33.7
-1.05	30.383333
0.39428	33.00926
2.78908	31.34298
0.05972	30.805
0.96792	34.37706
1.393	31.11
0.77026	30.3994
0.14201	32.44619
0.34906	32.66505
3.15271	32.9248
0.03333	32.56667
-1.14167	30.00639
0.43801	33.19559
-0.93333	30.81667
0.93111	33.71346
0.75113	33.93171
-0.16667	31.58333
1.01667	30.58333
0.37957	33.59607
0.73126	32.96748
2.62959	32.21123
0.60738	31.0679
1.607951	33.621299
1.72341	31.54586
0.73126	32.96748
0.6	31.56667
0.62562	34.12289
1.48333	33.15
0.96792	34.37706
0.62562	34.12289
0.77026	30.3994
2.2	34.48333
0.34906	32.66505
1.69473	32.75868
3.03761	31.4264
0.89444	33.52391
0.81944	32.63222
1.00557	31.60502
0.60738	31.0679
0.35	30.26667
0.81944	32.63222
-1.14167	30.00639
2.61667	34.25
0.37109	32.36971
0.6	31.56667
3.2848	31.02507
0.62562	34.12289
0.34906	32.66505
1.90527	33.37336
0.51881	34.06794
1.72341	31.54586
-1.14167	30.00639
0.37957	33.59607
1.72341	31.54586
1.98619	32.81872
-0.93333	30.81667
0.25027	33.85653
1.33333	32.05
0.14201	32.44619
3.15271	32.9248
3.2848	31.02507
0.66444	32.46389
0.37109	32.36971
0.75113	33.93171
1.607951	33.621299
0.66444	32.46389
2.15977	34.78681
0.34906	32.66505
0.23846	30.11714
0.37109	32.36971
0.96792	34.37706
0.25027	33.85653
0.37109	32.36971
0.66444	32.46389
0.73126	32.96748
0.60738	31.0679
-0.7909	29.86364
0.14201	32.44619
3.05466	33.30539
0.37957	33.59607
0.05972	30.805
0.14201	32.44619
0.35	30.26667
0.43801	33.19559
3.05466	33.30539
0.96792	34.37706
-0.46	30.14083
0.01337	32.92341
0.70749	30.00397
1.48333	33.15
3.2848	31.02507
0.37957	33.59607
0.73126	32.96748
1.90527	33.37336
2.3	33.4
3.43248	31.88572
-1.05	30.383333
-0.93333	30.73333
0.35	30.26667
3.41769	32.762753
2.93333	33.56667
-0.37417	30.60944
0.75	31.84948
0.43801	33.19559
-0.93333	30.81667
2.43428	31.03496
0.81667	32.21667
1.35	30.88333
0.34906	32.66505
0.98468	33.08443
-1.21667	29.78333
3.28231	32.36493
0.01337	32.92341
1.72341	31.54586
0.37957	33.59607
1.45	34.8
2.40444	32.80861
3.54573	31.74658
1.72341	31.54586
3.05466	33.30539
0.89444	33.52391
2.61667	34.25
0.81667	32.21667
-0.12476	30.39177
1.72341	31.54586
